Date,HomeTeam,HomeScore,AwayScore,AwayTeam
2023-09-24,Lokomotiv Sofia,1,3,Ludogorets
2023-09-27,Ludogorets,1,1,Lokomotiv Plovdiv
2023-10-01,Levski Sofia,0,1,Ludogorets
2023-10-08,Ludogorets,4,0,Pirin Blagoevgrad
2023-10-22,Arda Kardzhali,0,0,Ludogorets
2023-10-29,Ludogorets,3,1,Hebar 1918
2023-11-05,Ludogorets,1,0,Levski Krumovgrad
2023-11-12,Etar Veliko Tarnovo,0,4,Ludogorets
2023-11-27,Ludogorets,2,3,Slavia Sofia
2023-12-03,Ludogorets,5,0,Botev Vratsa
2023-12-10,CSKA Sofia,0,1,Ludogorets
2024-02-19,Ludogorets,3,1,Cherno More Varna
2024-02-26,Beroe,0,2,Ludogorets
2024-03-03,Ludogorets,2,0,CSKA 1948
2024-03-10,Botev Plovdiv,0,2,Ludogorets
2024-03-16,Ludogorets,6,0,Lokomotiv Sofia
2024-03-30,Lokomotiv Plovdiv,1,2,Ludogorets
2024-04-03,Ludogorets,5,1,Levski Sofia
2024-04-07,Pirin Blagoevgrad,0,2,Ludogorets
2024-04-15,Ludogorets,2,0,Arda Kardzhali
2024-04-20,Hebar 1918,,,Ludogorets
2023-09-09,Dibba Al Hisn,0,2,Al Urooba
2023-09-16,Al Urooba,2,1,Masafi
2023-09-23,Masfut,1,3,Al Urooba
2023-10-01,Al Urooba,2,1,Al Fujairah SC
2023-10-08,Al Ramms,2,3,Al Urooba
2023-10-21,Al Urooba,0,0,Dibba Al-Fujairah
2023-10-28,Al Thaid,0,1,Al Urooba
2023-11-05,Al Urooba,2,1,City
2023-11-17,Dubai United,1,2,Al Urooba
2023-11-23,Al Urooba,1,0,Al Taawon
2023-12-16,Gulf United,1,2,Al Urooba
2023-12-22,Al Urooba,3,3,Gulf Heroes
2023-12-30,Al-Dhafra,0,0,Al Urooba
2024-01-06,Al Urooba,3,1,Al Jazira Al Hamra
2024-01-13,Al Hamriyah,1,2,Al Urooba
2024-01-20,Al Urooba,2,0,Al Arabi
2024-01-26,Al Urooba,2,1,Dibba Al Hisn
2024-02-03,Masafi,0,0,Al Urooba
2024-02-11,Al Urooba,3,1,Masfut
2024-04-05,Al Fujairah SC,0,1,Al Urooba
2024-02-23,Al Urooba,3,1,Al Ramms
2024-03-03,Dibba Al-Fujairah,1,0,Al Urooba
2024-03-16,Al Urooba,1,0,Al Thaid
2024-03-23,City,1,2,Al Urooba
2024-03-30,Al Urooba,3,2,Dubai United
2024-04-14,Al Taawon,0,2,Al Urooba
2024-04-27,Al Urooba,,,Gulf United
2024-05-04,Gulf Heroes,,,Al Urooba
2024-05-11,Al Urooba,,,Al-Dhafra
2024-05-19,Al Jazira Al Hamra,,,Al Urooba
2024-05-25,Al Urooba,,,Al Hamriyah
2024-05-31,Al Arabi,,,Al Urooba
2023-08-05,Worthing,1,0,Tonbridge Angels
2023-08-12,Torquay,0,3,Worthing
2023-08-15,Slough Town,1,4,Worthing
2023-08-19,Worthing,1,2,Aveley
2023-08-26,Dover,0,2,Worthing
2023-08-28,Worthing,2,0,Weymouth
2023-09-02,Braintree,4,0,Worthing
2023-09-05,Worthing,2,0,Welling United
2023-09-09,Worthing,1,1,Hemel Hempstead Town
2023-09-23,Maidstone Utd,4,0,Worthing
2023-10-07,Worthing,2,2,Truro City
2024-03-04,Chelmsford City,0,1,Worthing
2023-10-21,Worthing,1,2,Yeovil Town
2023-10-24,Hampton & Richmond,4,1,Worthing
2023-10-28,Bath City,0,2,Worthing
2023-12-09,Worthing,4,4,St Albans City
2023-11-07,Worthing,3,0,Havant & Wville
2023-12-05,Weston-super-Mare,4,0,Worthing
2023-11-14,Worthing,3,4,Dartford
2023-11-21,Farnborough,0,3,Worthing
2023-11-25,Taunton Town,1,1,Worthing
2023-12-02,Worthing,3,1,Chippenham Town
2023-12-16,Worthing,5,1,Maidstone Utd
2023-12-23,Hemel Hempstead Town,2,0,Worthing
2023-12-26,Worthing,3,0,Eastbourne Borough
2024-01-01,Eastbourne Borough,0,4,Worthing
2024-01-06,Worthing,2,3,Chelmsford City
2024-01-13,Truro City,1,4,Worthing
2024-01-20,Tonbridge Angels,0,1,Worthing
2024-01-23,Worthing,1,1,Slough Town
2024-01-27,Worthing,4,2,Torquay
2024-02-03,Aveley,0,3,Worthing
2024-02-10,Worthing,6,4,Dover
2024-02-17,Weymouth,1,4,Worthing
2024-02-20,Welling United,4,1,Worthing
2024-02-24,Worthing,0,1,Braintree
2024-04-09,Dartford,1,2,Worthing
2024-03-09,Worthing,1,3,Taunton Town
2024-03-12,Worthing,2,3,Farnborough
2024-03-16,Chippenham Town,3,1,Worthing
2024-03-24,Worthing,2,2,Bath City
2024-03-29,Havant & Wville,1,5,Worthing
2024-04-01,Worthing,2,0,Hampton & Richmond
2024-04-06,Yeovil Town,1,3,Worthing
2024-04-13,St Albans City,2,4,Worthing
2024-04-20,Worthing,,,Weston-super-Mare
2023-08-26,Deportivo La Coruna,0,0,Rayo Majadahonda
2023-09-02,Lugo,0,3,Deportivo La Coruna
2023-09-10,Deportivo La Coruna,0,0,Teruel
2023-09-16,Unionistas de Salamanca,1,1,Deportivo La Coruna
2023-09-23,Deportivo La Coruna,1,1,Cornellà
2023-10-01,Fuenlabrada,2,1,Deportivo La Coruna
2023-10-08,Deportivo La Coruna,0,1,Celta de Vigo II
2023-10-15,Ponferradina,1,1,Deportivo La Coruna
2023-10-21,Sabadell,0,1,Deportivo La Coruna
2023-10-29,Deportivo La Coruna,1,0,Gimnastic
2023-11-05,Real Unión,3,0,Deportivo La Coruna
2023-11-11,Deportivo La Coruna,2,0,SD Logroñés
2023-11-18,Tarazona,1,1,Deportivo La Coruna
2023-11-26,Deportivo La Coruna,1,1,Osasuna II
2023-12-03,Barcelona B,1,2,Deportivo La Coruna
2023-12-10,Deportivo La Coruna,1,1,Sestao River
2023-12-17,Arenteiro,1,2,Deportivo La Coruna
2024-01-04,Deportivo La Coruna,2,1,Real Sociedad II
2024-01-14,Cultural Leonesa,1,0,Deportivo La Coruna
2024-01-21,Deportivo La Coruna,2,0,Ponferradina
2024-01-28,Celta de Vigo II,1,2,Deportivo La Coruna
2024-02-04,Deportivo La Coruna,4,1,Fuenlabrada
2024-02-10,SD Logroñés,0,5,Deportivo La Coruna
2024-02-18,Deportivo La Coruna,4,1,Tarazona
2024-02-25,Osasuna II,0,4,Deportivo La Coruna
2024-03-03,Deportivo La Coruna,4,1,Lugo
2024-03-10,Gimnastic,1,1,Deportivo La Coruna
2024-03-16,Deportivo La Coruna,1,1,Sabadell
2024-03-23,Rayo Majadahonda,0,2,Deportivo La Coruna
2024-03-30,Cornellà,0,1,Deportivo La Coruna
2024-04-07,Deportivo La Coruna,1,0,Unionistas de Salamanca
2024-04-13,Teruel,1,3,Deportivo La Coruna
2024-04-20,Deportivo La Coruna,,,Cultural Leonesa
2024-04-28,Deportivo La Coruna,,,Arenteiro
2024-05-04,Sestao River,,,Deportivo La Coruna
2024-05-12,Deportivo La Coruna,,,Barcelona B
2024-05-18,Real Sociedad II,,,Deportivo La Coruna
2024-05-25,Deportivo La Coruna,,,Real Unión
2023-08-26,Castellón,2,1,Malaga
2023-09-03,Melilla,1,2,Castellón
2023-09-10,Castellón,3,1,Intercity
2023-09-17,Antequera,1,1,Castellón
2023-09-23,Recreativo Huelva,0,3,Castellón
2023-09-30,Castellón,5,1,Mérida AD
2023-10-07,Castellón,4,1,Real Madrid II
2023-10-15,AD Ceuta FC,1,3,Castellón
2023-10-22,Castellón,2,0,Atlético Madrid II
2023-10-28,San Fernando CD,2,0,Castellón
2023-11-05,Castellón,2,0,Alcoyano
2023-11-12,Granada II,0,3,Castellón
2023-11-19,Castellón,4,2,Atlético Baleares
2023-11-26,Ibiza,2,0,Castellón
2023-12-02,Castellón,4,1,Linares Deportivo
2023-12-09,Cordoba,2,0,Castellón
2023-12-17,Castellón,2,1,Real Murcia
2024-01-03,Sanluqueño,0,2,Castellón
2024-01-13,Castellón,2,1,Algeciras
2024-01-21,Malaga,0,1,Castellón
2024-01-28,Castellón,4,1,Antequera
2024-02-03,Atlético Madrid II,1,1,Castellón
2024-02-11,Castellón,2,2,AD Ceuta FC
2024-02-17,Mérida AD,2,1,Castellón
2024-02-25,Atlético Baleares,0,1,Castellón
2024-03-03,Castellón,1,0,San Fernando CD
2024-03-10,Alcoyano,2,0,Castellón
2024-03-16,Castellón,2,3,Cordoba
2024-03-23,Real Madrid II,0,2,Castellón
2024-03-30,Castellón,3,2,Recreativo Huelva
2024-04-06,Intercity,1,2,Castellón
2024-04-14,Castellón,3,0,Granada II
2024-04-21,Linares Deportivo,,,Castellón
2024-04-28,Castellón,,,Melilla
2024-05-04,Real Murcia,,,Castellón
2024-05-12,Castellón,,,Ibiza
2024-05-18,Algeciras,,,Castellón
2024-05-25,Castellón,,,Sanluqueño
2023-08-14,Abha,1,3,Al-Hilal Saudi FC
2023-08-14,Al-Ettifaq,2,1,Al-Nassr
2023-08-18,Al-Nassr,0,2,Al Taawon
2023-08-19,Al-Hilal Saudi FC,1,1,Al-Fayha
2023-08-24,Al-Raed,0,4,Al-Hilal Saudi FC
2023-08-25,Al-Fateh,0,5,Al-Nassr
2023-08-28,Al-Hilal Saudi FC,2,0,Al-Ettifaq
2023-08-29,Al-Nassr,4,0,Al Shabab
2023-09-01,Al-Ittihad FC,3,4,Al-Hilal Saudi FC
2023-09-02,Al-Hazm,1,5,Al-Nassr
2023-09-16,Al-Raed,1,3,Al-Nassr
2023-09-15,Al-Hilal Saudi FC,6,1,Al Riyadh
2023-09-21,Damac,1,1,Al-Hilal Saudi FC
2023-09-22,Al-Nassr,4,3,Al-Ahli Jeddah
2023-09-29,Al Taee,1,2,Al-Nassr
2023-09-29,Al-Hilal Saudi FC,2,0,Al Shabab
2023-10-07,Al Akhdoud,0,3,Al-Hilal Saudi FC
2023-10-06,Al-Nassr,2,2,Abha
2023-10-21,Al-Nassr,2,1,Damac
2023-10-20,Al-Hilal Saudi FC,1,0,Al Khaleej Saihat
2023-10-27,Al-Hilal Saudi FC,3,1,Al-Ahli Jeddah
2023-10-28,Al-Fayha,1,3,Al-Nassr
2023-11-04,Al-Nassr,2,0,Al Khaleej Saihat
2023-11-03,Al-Fateh,0,2,Al-Hilal Saudi FC
2023-11-11,Al Wehda Club,1,3,Al-Nassr
2023-11-10,Al-Hilal Saudi FC,2,0,Al Taawon
2023-11-25,Al-Hazm,0,9,Al-Hilal Saudi FC
2023-11-24,Al-Nassr,3,0,Al Akhdoud
2023-12-01,Al-Hilal Saudi FC,3,0,Al-Nassr
2023-12-08,Al Taee,1,2,Al-Hilal Saudi FC
2023-12-08,Al-Nassr,4,1,Al Riyadh
2023-12-26,Al-Ittihad FC,2,5,Al-Nassr
2023-12-15,Al-Hilal Saudi FC,2,0,Al Wehda Club
2023-12-21,Al-Hilal Saudi FC,7,0,Abha
2023-12-22,Al-Nassr,3,1,Al-Ettifaq
2023-12-29,Al-Fayha,0,2,Al-Hilal Saudi FC
2023-12-30,Al Taawon,1,4,Al-Nassr
2024-02-17,Al-Nassr,2,1,Al-Fateh
2024-02-18,Al-Hilal Saudi FC,3,1,Al-Raed
2024-02-26,Al-Ettifaq,0,2,Al-Hilal Saudi FC
2024-02-25,Al Shabab,2,3,Al-Nassr
2024-02-29,Al-Nassr,4,4,Al-Hazm
2024-03-01,Al-Hilal Saudi FC,3,1,Al-Ittihad FC
2024-03-07,Al-Nassr,1,3,Al-Raed
2024-03-08,Al Riyadh,1,3,Al-Hilal Saudi FC
2024-03-15,Al-Ahli Jeddah,0,1,Al-Nassr
2024-03-16,Al-Hilal Saudi FC,2,1,Damac
2024-03-30,Al-Nassr,5,1,Al Taee
2024-03-30,Al Shabab,3,4,Al-Hilal Saudi FC
2024-04-02,Abha,0,8,Al-Nassr
2024-04-02,Al-Hilal Saudi FC,3,0,Al Akhdoud
2024-04-05,Damac,0,1,Al-Nassr
2024-04-05,Al Khaleej Saihat,1,4,Al-Hilal Saudi FC
2024-04-19,Al-Nassr,,,Al-Fayha
2024-05-06,Al-Ahli Jeddah,,,Al-Hilal Saudi FC
2024-04-27,Al Khaleej Saihat,,,Al-Nassr
2024-04-26,Al-Hilal Saudi FC,,,Al-Fateh
2024-05-04,Al-Nassr,,,Al Wehda Club
2024-05-03,Al Taawon,,,Al-Hilal Saudi FC
2024-05-09,Al Akhdoud,,,Al-Nassr
2024-05-09,Al-Hilal Saudi FC,,,Al-Hazm
2024-05-16,Al-Nassr,,,Al-Hilal Saudi FC
2024-05-23,Al Riyadh,,,Al-Nassr
2024-05-23,Al-Hilal Saudi FC,,,Al Taee
2024-05-27,Al-Nassr,,,Al-Ittihad FC
2024-05-27,Al Wehda Club,,,Al-Hilal Saudi FC
2023-08-12,Kayserispor,0,0,Galatasaray
2023-08-19,Galatasaray,2,0,Trabzonspor
2023-09-26,İstanbulspor,0,1,Galatasaray
2023-09-02,Gazişehir Gaziantep,0,3,Galatasaray
2023-09-16,Galatasaray,4,2,Samsunspor
2023-09-23,Istanbul Basaksehir,1,2,Galatasaray
2023-09-30,Galatasaray,2,1,Ankaragucu
2023-10-07,Antalyaspor,0,2,Galatasaray
2023-10-21,Galatasaray,2,1,Besiktas
2023-10-28,Rizespor,0,1,Galatasaray
2023-11-03,Galatasaray,2,1,Kasimpasa
2023-11-11,Hatayspor,2,1,Galatasaray
2023-11-25,Galatasaray,4,0,Alanyaspor
2023-12-02,Pendikspor,0,2,Galatasaray
2023-12-08,Galatasaray,3,1,Adana Demirspor
2024-01-11,Sivasspor,1,1,Galatasaray
2023-12-20,Galatasaray,1,0,Fatih Karagümrük
2023-12-24,Fenerbahce,0,0,Galatasaray
2024-01-07,Galatasaray,3,0,Konyaspor
2024-01-15,Galatasaray,2,1,Kayserispor
2024-01-21,Trabzonspor,1,5,Galatasaray
2024-01-25,Galatasaray,3,1,İstanbulspor
2024-01-29,Galatasaray,2,1,Gazişehir Gaziantep
2024-02-02,Samsunspor,0,2,Galatasaray
2024-02-10,Galatasaray,2,0,Istanbul Basaksehir
2024-02-18,Ankaragucu,0,3,Galatasaray
2024-02-26,Galatasaray,2,1,Antalyaspor
2024-03-03,Besiktas,0,1,Galatasaray
2024-03-08,Galatasaray,6,2,Rizespor
2024-03-17,Kasimpasa,3,4,Galatasaray
2024-04-02,Galatasaray,1,0,Hatayspor
2024-04-15,Alanyaspor,0,4,Galatasaray
2024-04-21,Galatasaray,,,Pendikspor
2024-04-26,Adana Demirspor,,,Galatasaray
2024-05-05,Galatasaray,,,Sivasspor
2024-05-12,Fatih Karagümrük,,,Galatasaray
2024-05-19,Galatasaray,,,Fenerbahce
2024-05-26,Konyaspor,,,Galatasaray
2023-07-21,Dinamo Zagreb,1,2,HNK Hajduk Split
2023-07-22,HNK Rijeka,4,0,Rudes
2023-07-30,HNK Hajduk Split,1,0,HNK Rijeka
2023-07-29,Istra 1961,0,3,Dinamo Zagreb
2023-08-05,Dinamo Zagreb,0,0,HNK Gorica
2023-08-06,HNK Rijeka,6,0,Istra 1961
2024-01-24,HNK Gorica,2,3,HNK Rijeka
2024-04-21,NK Lokomotiva Zagreb,,,Dinamo Zagreb
2024-04-17,Dinamo Zagreb,2,1,NK Varazdin
2023-08-20,HNK Rijeka,2,1,NK Lokomotiva Zagreb
2023-08-27,Dinamo Zagreb,2,1,HNK Rijeka
2023-09-03,HNK Rijeka,2,2,NK Varazdin
2023-09-03,NK Osijek,2,3,Dinamo Zagreb
2023-09-16,Dinamo Zagreb,3,0,NK Slaven Belupo
2023-09-16,HNK Rijeka,2,1,NK Osijek
2023-09-24,NK Slaven Belupo,0,1,HNK Rijeka
2023-09-24,Rudes,1,5,Dinamo Zagreb
2023-10-01,HNK Hajduk Split,1,0,Dinamo Zagreb
2023-10-01,Rudes,1,2,HNK Rijeka
2023-10-07,HNK Rijeka,1,0,HNK Hajduk Split
2023-10-08,Dinamo Zagreb,3,0,Istra 1961
2023-10-21,HNK Gorica,2,1,Dinamo Zagreb
2023-10-22,Istra 1961,1,1,HNK Rijeka
2023-10-29,HNK Rijeka,1,0,HNK Gorica
2023-10-29,Dinamo Zagreb,2,1,NK Lokomotiva Zagreb
2023-11-05,NK Varazdin,1,1,Dinamo Zagreb
2023-11-03,NK Lokomotiva Zagreb,1,1,HNK Rijeka
2023-11-12,HNK Rijeka,2,2,Dinamo Zagreb
2023-11-25,NK Varazdin,0,2,HNK Rijeka
2023-11-25,Dinamo Zagreb,2,1,NK Osijek
2023-12-04,NK Slaven Belupo,0,2,Dinamo Zagreb
2023-12-02,NK Osijek,0,0,HNK Rijeka
2023-12-10,HNK Rijeka,2,4,NK Slaven Belupo
2023-12-09,Dinamo Zagreb,1,0,Rudes
2023-12-17,Dinamo Zagreb,0,0,HNK Hajduk Split
2023-12-16,HNK Rijeka,3,0,Rudes
2024-01-28,HNK Hajduk Split,1,2,HNK Rijeka
2024-01-27,Istra 1961,0,1,Dinamo Zagreb
2024-02-04,Dinamo Zagreb,2,0,HNK Gorica
2024-02-04,HNK Rijeka,3,0,Istra 1961
2024-02-11,HNK Gorica,0,2,HNK Rijeka
2024-02-10,NK Lokomotiva Zagreb,2,2,Dinamo Zagreb
2024-02-18,Dinamo Zagreb,1,0,NK Varazdin
2024-02-17,HNK Rijeka,4,0,NK Lokomotiva Zagreb
2024-02-25,Dinamo Zagreb,1,0,HNK Rijeka
2024-03-03,HNK Rijeka,2,0,NK Varazdin
2024-03-03,NK Osijek,1,1,Dinamo Zagreb
2024-03-10,Dinamo Zagreb,5,2,NK Slaven Belupo
2024-03-10,HNK Rijeka,3,0,NK Osijek
2024-03-16,NK Slaven Belupo,0,1,HNK Rijeka
2024-03-17,Rudes,0,3,Dinamo Zagreb
2024-03-30,HNK Hajduk Split,0,1,Dinamo Zagreb
2024-03-30,Rudes,0,3,HNK Rijeka
2024-04-07,HNK Rijeka,1,0,HNK Hajduk Split
2024-04-07,Dinamo Zagreb,4,1,Istra 1961
2024-04-13,HNK Gorica,0,2,Dinamo Zagreb
2024-04-14,Istra 1961,0,2,HNK Rijeka
2024-04-21,HNK Rijeka,,,HNK Gorica
2024-01-23,Dinamo Zagreb,0,3,NK Lokomotiva Zagreb
2024-04-27,NK Varazdin,,,Dinamo Zagreb
2024-04-28,NK Lokomotiva Zagreb,,,HNK Rijeka
2024-05-05,HNK Rijeka,,,Dinamo Zagreb
2024-05-11,NK Varazdin,,,HNK Rijeka
2024-05-11,Dinamo Zagreb,,,NK Osijek
2024-05-18,NK Slaven Belupo,,,Dinamo Zagreb
2024-05-19,NK Osijek,,,HNK Rijeka
2024-05-25,HNK Rijeka,,,NK Slaven Belupo
2024-05-25,Dinamo Zagreb,,,Rudes
2023-07-22,Nürnberg II,3,5,Vilzing
2023-07-28,Memmingen,0,3,Nürnberg II
2023-08-05,Nürnberg II,1,2,Augsburg II
2023-08-11,Bayern München II,2,2,Nürnberg II
2023-08-19,Nürnberg II,0,2,Illertissen
2023-08-25,Aubstadt,2,1,Nürnberg II
2023-08-29,Nürnberg II,3,0,Ansbach
2023-09-01,Viktoria Aschaffenburg,3,4,Nürnberg II
2023-09-09,Nürnberg II,4,2,Buchbach
2023-09-15,Greuther Fürth II,2,0,Nürnberg II
2023-09-23,Nürnberg II,4,0,Eintracht Bamberg
2023-09-29,Wacker Burghausen,1,4,Nürnberg II
2023-10-03,Nürnberg II,1,1,Türkgücü-Ataspor
2023-10-07,FC Wurzburger Kickers,3,1,Nürnberg II
2023-10-14,FC Schweinfurt 05,3,2,Nürnberg II
2023-10-17,Nürnberg II,2,2,Bayreuth
2023-10-21,Schalding-Heining,0,1,Nürnberg II
2023-10-28,Vilzing,4,1,Nürnberg II
