date,season,league_name,country,home_team,home_team_score,away_team_score,away_team,match_status,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
2024-04-01T15:00:00+00:00,2024,1. Division,Norway,Bryne,3,1,Start,Match Finished,,,,,,
2024-04-01T15:00:00+00:00,2024,1. Division,Norway,Kongsvinger,2,1,Ranheim,Match Finished,,,,,,
2024-04-01T15:00:00+00:00,2024,1. Division,Norway,Valerenga,1,1,Sogndal,Match Finished,,,,,,
2024-04-01T15:00:00+00:00,2024,1. Division,Norway,Aalesund,1,1,Stabaek,Match Finished,,,,,,
2024-04-01T15:00:00+00:00,2024,1. Division,Norway,Asane,2,2,Levanger,Match Finished,,,,,,
2024-04-01T15:00:00+00:00,2024,1. Division,Norway,Mjondalen,1,1,Raufoss,Match Finished,,,,,,
2024-04-01T15:00:00+00:00,2024,1. Division,Norway,Sandnes ULF,3,4,Egersund,Match Finished,,,,,,
2024-04-01T15:00:00+00:00,2024,1. Division,Norway,Moss,3,0,Lyn,Match Finished,,,,,,
2024-06-05T15:00:00+00:00,2024,1. Division,Norway,Egersund,1,0,Asane,Match Finished,,,,,,
2024-04-06T14:00:00+00:00,2024,1. Division,Norway,Levanger,5,0,Moss,Match Finished,,,,,,
