date,season,league_name,country,home_team,home_team_score,away_team_score,away_team,match_status,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
2023-04-01T13:00:00+00:00,2023,Superettan,Sweden,IK brage,1,2,Vasteras SK FK,Match Finished,5,3,0,0,0,0
2023-04-01T13:00:00+00:00,2023,Superettan,Sweden,GIF Sundsvall,2,0,Landskrona BoIS,Match Finished,7,5,1,3,0,0
2023-04-02T11:00:00+00:00,2023,Superettan,Sweden,trelleborgs FF,0,1,gefle IF,Match Finished,2,5,2,2,0,0
2023-04-02T11:00:00+00:00,2023,Superettan,Sweden,Utsikten,1,0,Skövde AIK,Match Finished,4,4,5,2,0,0
2023-04-02T13:00:00+00:00,2023,Superettan,Sweden,Ostersunds FK,1,1,Gais,Match Finished,6,6,3,4,0,0
2023-04-03T17:00:00+00:00,2023,Superettan,Sweden,Orgryte IS,2,2,AFC Eskilstuna,Match Finished,7,7,0,1,0,0
2023-04-03T17:00:00+00:00,2023,Superettan,Sweden,Jonkopings Sodra,0,0,Orebro SK,Match Finished,3,4,3,1,0,0
2023-04-04T17:00:00+00:00,2023,Superettan,Sweden,Helsingborg,0,1,Osters IF,Match Finished,4,9,3,2,0,0
2023-04-07T13:00:00+00:00,2023,Superettan,Sweden,Gais,3,0,IK brage,Match Finished,11,6,1,3,0,0
2023-04-09T11:00:00+00:00,2023,Superettan,Sweden,Landskrona BoIS,1,3,Utsikten,Match Finished,7,7,1,3,0,0
