date,season,league_name,country,home_team,home_team_score,away_team_score,away_team,match_status,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
2023-04-22T07:30:00+00:00,2023,League One,China,Dongguan United,1,0,Wuxi Wugou,Match Finished,,,,,,
2023-04-22T07:30:00+00:00,2023,League One,China,Nanjing City,2,0,Heilongjiang Lava Spring,Match Finished,,,,,,
2023-04-22T11:30:00+00:00,2023,League One,China,Guangxi Baoyun,3,0,Jinan Xingzhou,Match Finished,,,,,,
2023-04-22T11:30:00+00:00,2023,League One,China,Jiangxi Liansheng,0,1,Qingdao Youth Island,Match Finished,,,,,,
2023-04-23T07:00:00+00:00,2023,League One,China,Guangzhou Evergrande FC,0,0,Shenyang Urban,Match Finished,,,,,,
2023-04-23T07:30:00+00:00,2023,League One,China,Dantong Hantong,1,1,Shanghai Jiading,Match Finished,,,,,,
2023-04-23T07:30:00+00:00,2023,League One,China,Hebei Kungfu,0,1,Sichuan Jiuniu,Match Finished,,,,,,
2023-04-23T11:30:00+00:00,2023,League One,China,Suzhou Dongwu,1,0,Yanbian Longding,Match Finished,,,,,,
2023-04-29T07:00:00+00:00,2023,League One,China,Guangzhou Evergrande FC,1,1,Sichuan Jiuniu,Match Finished,,,,,,
2023-04-29T11:30:00+00:00,2023,League One,China,Hebei Kungfu,1,2,Jinan Xingzhou,Match Finished,,,,,,
