date,season,league_name,country,home_team,home_team_score,away_team_score,away_team,match_status,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
2023-02-18T05:00:00+00:00,2023,J2 League,Japan,Iwaki,2,3,Fujieda MYFC,Match Finished,,,,,,
2023-02-19T07:00:00+00:00,2023,J2 League,Japan,Tochigi SC,1,1,Roasso Kumamoto,Match Finished,,,,,,
2023-02-18T05:00:00+00:00,2023,J2 League,Japan,Thespakusatsu Gunma,0,0,Blaublitz Akita,Match Finished,,,,,,
2023-02-19T05:00:00+00:00,2023,J2 League,Japan,Tokyo Verdy,1,0,Kanazawa,Match Finished,,,,,,
2023-02-19T05:00:00+00:00,2023,J2 League,Japan,Machida Zelvia,0,0,Vegalta Sendai,Match Finished,,,,,,
2023-02-18T04:05:00+00:00,2023,J2 League,Japan,Ventforet Kofu,1,2,Montedio Yamagata,Match Finished,,,,,,
2023-02-18T05:00:00+00:00,2023,J2 League,Japan,Shimizu S-pulse,0,0,Mito Hollyhock,Match Finished,,,,,,
2023-02-18T05:00:00+00:00,2023,J2 League,Japan,Jubilo Iwata,2,3,Fagiano Okayama,Match Finished,,,,,,
2023-02-18T05:00:00+00:00,2023,J2 League,Japan,Renofa Yamaguchi,1,0,Omiya Ardija,Match Finished,,,,,,
2023-02-19T05:00:00+00:00,2023,J2 League,Japan,Tokushima Vortis,1,2,Oita Trinita,Match Finished,,,,,,
