date,season,league_name,country,home_team,home_team_score,away_team_score,away_team,match_status,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
2024-02-16T19:45:00+00:00,2024,Premier Division,Ireland,Bohemians,2,2,Sligo Rovers,Match Finished,5,3,2,4,,
2024-02-16T19:45:00+00:00,2024,Premier Division,Ireland,Derry City,2,1,Drogheda United,Match Finished,9,4,1,4,,
2024-02-16T19:45:00+00:00,2024,Premier Division,Ireland,Galway United,0,1,St Patrick's Athl.,Match Finished,5,2,1,3,1,0
2024-02-16T19:45:00+00:00,2024,Premier Division,Ireland,Waterford,1,1,Shelbourne,Match Finished,7,3,3,3,0,1
2024-02-16T19:45:00+00:00,2024,Premier Division,Ireland,Shamrock Rovers,1,1,Dundalk,Match Finished,8,2,2,3,,
2024-02-23T19:45:00+00:00,2024,Premier Division,Ireland,Drogheda United,1,4,Waterford,Match Finished,5,4,2,1,,
2024-02-23T19:45:00+00:00,2024,Premier Division,Ireland,Dundalk,0,2,Galway United,Match Finished,7,4,0,2,,
2024-02-23T19:45:00+00:00,2024,Premier Division,Ireland,Shelbourne,2,1,Shamrock Rovers,Match Finished,5,8,2,1,,
2024-02-23T19:45:00+00:00,2024,Premier Division,Ireland,St Patrick's Athl.,0,1,Bohemians,Match Finished,8,2,3,3,,
2024-02-24T19:45:00+00:00,2024,Premier Division,Ireland,Sligo Rovers,0,0,Derry City,Match Finished,1,4,3,5,,
